id,id_index,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,periode_update,kategori,jumlah,satuan,tahun
-1.731316403845607,-1.203946847455257,0.0,0.0,-1.3394002314243596,-0.5478507235120442,-1.7063346709349432,-1.463825468295795,0.8335666863632287,0.0,-1.425618669506926
-1.731316403845607,-1.2039466644464332,0.0,0.0,-1.3394002314243596,-0.5478507235120442,-1.7063346709349432,-0.8783029473934626,1.2901204176007015,0.0,-1.425618669506926
-1.731316403845607,-1.203946481437609,0.0,0.0,-1.3394002314243596,-0.5478507235120442,-1.7063346709349432,-0.2927804264911303,0.14873608950701955,0.0,-1.425618669506926
-1.731316403845607,-1.2039462984287852,0.0,0.0,-1.3394002314243596,-0.5478507235120442,-1.7063346709349432,0.292742094411202,-1.1067866713960306,0.0,-1.425618669506926
-1.731316403845607,-1.203946115419961,0.0,0.0,-1.3394002314243596,-0.5478507235120442,-1.7063346709349432,0.8782646153135343,-0.14802383579733774,0.0,-1.425618669506926
-1.731316403845607,-1.2039459324111372,0.0,0.0,-1.3394002314243596,-0.5478507235120442,-1.7063346709349432,1.4637871362158665,-1.1067866713960306,0.0,-1.425618669506926
-1.7299557795711729,-1.2039457311014308,0.0,0.0,-1.3056945666220416,-0.3298748746484553,-1.7063346709349432,-1.463825468295795,0.8906359027679128,0.0,-1.425618669506926
-1.7299557795711729,-1.203945548092607,0.0,0.0,-1.3056945666220416,-0.3298748746484553,-1.7063346709349432,-0.8783029473934626,1.2901204176007015,0.0,-1.425618669506926
-1.7299557795711729,-1.2039453650837828,0.0,0.0,-1.3056945666220416,-0.3298748746484553,-1.7063346709349432,-0.2927804264911303,0.11723388205163394,0.0,-1.425618669506926
-1.7299557795711729,-1.203945182074959,0.0,0.0,-1.3056945666220416,-0.3298748746484553,-1.7063346709349432,0.292742094411202,-0.08456286715532901,0.0,-1.425618669506926
-1.7299557795711729,-1.2039449990661348,0.0,0.0,-1.3056945666220416,-0.3298748746484553,-1.7063346709349432,0.8782646153135343,-0.06812693283078,0.0,-1.425618669506926
-1.7299557795711729,-1.203944816057311,0.0,0.0,-1.3056945666220416,-0.3298748746484553,-1.7063346709349432,1.4637871362158665,0.577896596870244,0.0,-1.425618669506926
-1.728595155296739,-1.2039446147476045,0.0,0.0,-1.2719889018197237,0.21506474751051718,-1.7063346709349432,-1.463825468295795,0.8068582930858366,0.0,-1.425618669506926
-1.728595155296739,-1.2039444317387806,0.0,0.0,-1.2719889018197237,0.21506474751051718,-1.7063346709349432,-0.8783029473934626,0.913007035598549,0.0,-1.425618669506926
-1.728595155296739,-1.2039442487299565,0.0,0.0,-1.2719889018197237,0.21506474751051718,-1.7063346709349432,-0.2927804264911303,0.16197614771290628,0.0,-1.425618669506926
-1.728595155296739,-1.2039440657211327,0.0,0.0,-1.2719889018197237,0.21506474751051718,-1.7063346709349432,0.292742094411202,-0.01197082388857085,0.0,-1.425618669506926
-1.728595155296739,-1.2039438827123086,0.0,0.0,-1.2719889018197237,0.21506474751051718,-1.7063346709349432,0.8782646153135343,-0.08638908208027891,0.0,-1.425618669506926
-1.728595155296739,-1.2039436997034847,0.0,0.0,-1.2719889018197237,0.21506474751051718,-1.7063346709349432,1.4637871362158665,0.3165195857367908,0.0,-1.425618669506926
-1.727234531022305,-1.2039434983937782,0.0,0.0,-1.2382832370174057,0.4330405963741062,-1.7063346709349432,-1.463825468295795,0.8735151378465076,0.0,-1.425618669506926
-1.727234531022305,-1.2039433153849544,0.0,0.0,-1.2382832370174057,0.4330405963741062,-1.7063346709349432,-0.8783029473934626,1.1278155661457798,0.0,-1.425618669506926
-1.727234531022305,-1.2039431323761303,0.0,0.0,-1.2382832370174057,0.4330405963741062,-1.7063346709349432,-0.2927804264911303,0.2042073678523725,0.0,-1.425618669506926
-1.727234531022305,-1.2039429493673064,0.0,0.0,-1.2382832370174057,0.4330405963741062,-1.7063346709349432,0.292742094411202,-0.003752856726296342,0.0,-1.425618669506926
-1.727234531022305,-1.2039427663584823,0.0,0.0,-1.2382832370174057,0.4330405963741062,-1.7063346709349432,0.8782646153135343,-0.11035815297024623,0.0,-1.425618669506926
-1.727234531022305,-1.2039425833496584,0.0,0.0,-1.2382832370174057,0.4330405963741062,-1.7063346709349432,1.4637871362158665,-1.1067866713960306,0.0,-1.425618669506926
-1.725873906747871,-1.203942382039952,0.0,0.0,1.0537019695402177,0.6510164452376952,-1.7063346709349432,-1.463825468295795,0.8746565221746012,0.0,-1.425618669506926
-1.725873906747871,-1.203942199031128,0.0,0.0,1.0537019695402177,0.6510164452376952,-1.7063346709349432,-0.8783029473934626,1.1230217519677865,0.0,-1.425618669506926
-1.725873906747871,-1.203942016022304,0.0,0.0,1.0537019695402177,0.6510164452376952,-1.7063346709349432,-0.2927804264911303,0.1841190036779237,0.0,-1.425618669506926
-1.725873906747871,-1.2039418330134801,0.0,0.0,1.0537019695402177,0.6510164452376952,-1.7063346709349432,0.292742094411202,-0.03388540298796954,0.0,-1.425618669506926
-1.725873906747871,-1.2039416500046562,0.0,0.0,1.0537019695402177,0.6510164452376952,-1.7063346709349432,0.8782646153135343,-0.10487950819539656,0.0,-1.425618669506926
-1.725873906747871,-1.2039414669958322,0.0,0.0,1.0537019695402177,0.6510164452376952,-1.7063346709349432,1.4637871362158665,-1.1067866713960306,0.0,-1.425618669506926
-1.7245132824734368,-1.2039412656861257,0.0,0.0,1.0199963047378995,0.7600043696694896,-1.7063346709349432,-1.463825468295795,0.8801351669494509,0.0,-1.425618669506926
